,Token,Weight
115,dumbest,9.361045417120897
116,jerks,9.347698375976806
117,dumbasses,9.338116385503103
118,dammit,9.321340814517663
119,moronic,9.318134497346396
120,buffoon,9.304051969627125
121,pu**y,9.295050062403819
122,pathetic,9.278047938813883
123,fornicator,9.247940606446026
124,nigger,9.245960242317786
125,imbecilic,9.240297184541209
126,asshat,9.22783327711818
127,p***y,9.201046580799952
128,arse,9.15766071656862
129,stupidity;,9.139045038401273
130,dickhead,9.139045038401273
131,dumbocrap,9.139045038401273
132,f*cking,9.139045038401273
133,sh*thole,9.139045038401273
134,moron),9.139045038401273
135,f**king,9.139045038401273
136,tempestuous,9.139045038401273
137,goofier,9.139045038401273
138,lapdog:,9.139045038401273
139,mammoth/biblical,9.139045038401273
140,appologist,9.139045038401273
141,clown-beast,9.139045038401273
142,fools,9.137571016384118
143,penises,9.0565828782093
144,b****,9.045935634009792
145,blockhead,9.032129834484762
146,stupid;,9.0048166466842
147,vaginas,8.99104387551372
148,hypocrits,8.974120718017327
149,85-percent,8.95282622961831
150,mouthbreathers,8.946399960458876
151,https://www.youtube.com/watch?v=bi2qky3zw8q,8.925214630568249
152,wanker,8.903916629137363
153,glassy-eyed,8.887983274233555
154,slimeballs,8.835038851511174
155,craphole,8.835038851511174
156,dumb,8.804347706920822
157,crap,8.800980181844034
158,guy’s,8.799195035516648
159,magaphant,8.77024300530505
160,dumb-ass,8.753754882516482
161,halfwit,8.753153884781947
162,coward,8.737722208081097
163,hypocrites,8.695392367211117
164,dumbness,8.670114531127227
165,hatemonger,8.612976226733686
166,p---y,8.612976226733686
167,cretin,8.60280229737641
168,baby-in-chief,8.581988534250002
169,douchebag,8.566155369980692
170,shits,8.550113635477171
171,schmuck,8.523433227991672
172,architect:,8.495188848626547
173,sicko's,8.495188848626547
174,ingorant,8.495188848626547
175,sh*t,8.474547750209071
176,shithole,8.460973133288636
177,loud-mouthed,8.372387759298261
178,jerk,8.333727268208962
179,hypocrites:,8.308970039843585
180,garbage-cats,8.308970039843585
181,shiat,8.308970039843585
182,as*,8.308970039843585
183,batsh*t,8.308970039843585
184,sore-loser,8.308970039843585
185,putting-down,8.308970039843585
186,suckee,8.308970039843585
187,lunatics,8.290149484671248
188,sissies,8.253216058320584
189,negros,8.232154442792755
190,dunderhead,8.232154442792755
191,stone-cold,8.220181801126678
192,ignorant,8.209464140514692
193,foul-mouthed,8.200074471798832
194,liar;,8.200074471798832
195,testicles,8.184132927929811
196,retards,8.180709365004155
197,asses,8.17578558521629
198,scums,8.168191384060789
199,halfwits,8.168191384060789
200,pedophilic,8.139045038401273
201,cat-nutter,8.139045038401273
202,bullsh*tter,8.139045038401273
203,goddamn,8.134044357342907
204,pusey,8.109898692741757
205,welfare-collecting,8.109898692741757
206,sh**,8.094190802617012
207,shitty,8.092502452464243
208,loser,8.071709955722655
209,retarded,8.054121159746655
210,dimwit,8.036888664691222
211,tits,8.033962992343715
212,fool,8.022574212602708
213,liar,7.9844130667095
214,waaah,7.975546306118393
215,bastards,7.974597937736345
216,shite,7.9695641481032675
217,mouth-breathing,7.9691200369589605
218,clown-car,7.9691200369589605
219,boobs,7.962013150464701
220,magaphants,7.94550747973701
221,clown,7.934655534145483
222,sty,7.908090603561401
223,ignoramus,7.905232440301682
224,bullshite,7.887506271405309
225,id$ot,7.887506271405309
226,ocrumba,7.887506271405309
227,carville,7.849538421206288
228,nitwit,7.837121619173884
229,anal,7.823689597437396
230,buffoons,7.818943100157022
231,beckel,7.791121734980966
232,hate-spewing,7.782901228175998
233,buttocks,7.7761302701985615
234,clowns,7.77282930419219
235,batshit,7.760533415147544
236,dirtbag,7.7504797504836205
237,h.l,7.724608536856965
238,masturbate,7.718058272791243
239,malignant,7.708520888853546
240,schmucks,7.7046422142554984
241,damn,7.704319237428824
242,blithering,7.692361912505964
243,anus,7.677106564153401
244,sissy,7.676765057454945
245,karma's,7.6651138500688605
246,goddamned,7.6651138500688605
247,hypocrites;,7.6651138500688605
248,(stupid,7.6651138500688605
249,smuck,7.6651138500688605
250,hate-america,7.6651138500688605
251,jackasses,7.607975545675319
252,nipples,7.583829881074169
253,wankers,7.583829881074169
254,hatriotism,7.583829881074169
255,retard,7.578248848810869
256,p****,7.567294649106968
257,americanophobia,7.551946793336126
258,bugger,7.53617233982235
259,kickin,7.524335194286065
260,boors,7.524335194286065
261,fck,7.524335194286065
262,homos,7.524335194286065
263,jew-hating,7.524335194286065
264,scandal-ridden,7.524335194286065
265,dullards,7.524335194286065
266,lunatic,7.513548431639074
267,avvo,7.507894180676128
268,cowards,7.4797474182543455
269,(america),7.466042502967032
270,tacs,7.443051225291373
271,democraceaophobia,7.443051225291373
272,maggots,7.431463251016161
273,masturbating,7.414052085901143
274,bitchy,7.361437459737721
275,dtrump0,7.361437459737721
276,dummy's,7.361437459737721
277,s**t,7.354894613870949
278,frickin,7.352875446234297
279,christophbia,7.352875446234297
280,fricken,7.343442257100724
281,boot-licking,7.328706257904847
282,moron-in-chief,7.313970720901952
283,pathological,7.312996447072256
284,assed,7.295050062403819
285,clitoris,7.291048131846323
286,kukae,7.291048131846323
287,dullard,7.279823694184069
288,rubbish,7.257303858013446
289,treasonist,7.254522255821209
290,cretinous,7.250076350790017
291,stoopid,7.232154442792755
292,loathsome,7.217047550402547
293,hag,7.183439157759726
294,midgets,7.177519186215909
295,trumpnuts,7.175570914426387
296,dorks,7.139045038401273
297,fing,7.139045038401273
298,a**es,7.139045038401273
299,trash-talk,7.139045038401273
300,adorned,7.139045038401273
301,half-witted,7.139045038401273
302,nutbags,7.139045038401273
303,bufoon,7.139045038401273
304,tax-dodging,7.139045038401273
305,p**sy,7.139045038401273
306,bigmouth,7.139045038401273
307,commy,7.139045038401273
308,(isis/il),7.139045038401273
309,agian,7.139045038401273
310,sh-t,7.139045038401273
311,buncombe,7.139045038401273
312,swillary,7.139045038401273
313,hypocritcal,7.139045038401273
314,brad12>,7.139045038401273
315,goofball,7.095976316509387
316,draft-dodging,7.090135437920327
317,feewings,7.065044456957496
318,f--k,7.0610425264
319,maggot,7.045935634009791
320,dotards,7.039509364850359
321,narcissist,7.018605919202992
322,troll,7.003572753306926
323,pig-headed,7.001541514651338
324,stupid),6.998266382618477
325,bigot/racist,6.994655129066098
326,dolt,6.990245023363458
327,leftard,6.987041944956223
328,traitor,6.986396601425903
329,dim-witted,6.983040014398727
330,witless,6.970916508824324
331,feeble-minded,6.9641193559005945
332,feminazi,6.95282622961831
333,mtf1953>,6.95282622961831
334,skank,6.946399960458877
335,clown's,6.9399736912994445
336,nicky,6.936415871886255
337,philanderer,6.934427318792801
338,kisser,6.925214630568249
339,judeophobia,6.925214630568249
340,scrotum,6.916652617064825
341,blackest,6.916652617064825
342,mcshame,6.916652617064825
343,liar-in-chief,6.895063989644052
344,cretins,6.890839200457762
345,friggin,6.890488444043421
346,b*tch,6.87928576460034
347,frigging,6.876010632567479
348,pervy,6.849538421206288
349,sociopath,6.849088002234216
350,chillingly,6.8350388515111735
351,liar's,6.8350388515111735
352,(mexico),6.8350388515111735
353,idiotically,6.825678957017335
354,disgusting,6.82450988182894
355,skankles,6.799195035516648
356,dingbats,6.799195035516648
357,prat,6.799195035516648
358,orgiastic,6.799195035516648
359,woman-hating,6.791121734980966
360,fakey,6.783151023872386
361,europhobia,6.777900547117631
362,daft,6.761505622599329
363,chumps,6.759568724345374
364,fkn,6.753754882516481
365,hill-larious,6.753754882516481
366,sh--,6.753754882516481
367,excrement,6.74127211868145
368,itmfa,6.734449285844076
369,a**hole,6.728009469679925
370,crybaby,6.725142179401826
371,mysogynistic,6.710201739597399
372,bullsh*t,6.708485267008377
373,wtf,6.7075071825300085
374,mysoginist,6.697535327761238
375,dunderheads,6.697535327761238
376,donkey's,6.697535327761238
377,boor,6.6948801764172865
378,(damn,6.694260195728377
379,loudmouthed,6.694260195728377
380,face-down,6.694260195728377
381,kindof,6.694260195728377
382,stupidity),6.694260195728377
383,noser,6.694260195728377
384,overindulged,6.694260195728377
385,terrorists;,6.694260195728377
386,mysogynist,6.694260195728377
387,crispina,6.694260195728377
388,backstabbers,6.694260195728377
389,hysteric,6.694260195728377
390,friggen,6.694260195728377
391,"english""&",6.694260195728377
392,charlize,6.694260195728377
393,theron,6.694260195728377
394,stupidly,6.680062647555521
395,parasites,6.67910577991855
396,garbage,6.668557171560361
397,dicks,6.667926047914914
398,losers,6.664292347317233
399,con-man,6.661885827214632
400,gasbag,6.661776734618195
401,dunce,6.6601933614236675
402,derriere,6.657620141788527
403,pacifier,6.657028839393683
404,onlookers,6.6359675044093445
405,pervert,6.630766315548537
406,orgies,6.627145999869841
407,feminazis,6.627145999869841
408,idolators,6.627145999869841
409,ignoramuses,6.627045809235341
410,squeals,6.612976226733686
411,pig,6.582880393088492
412,arses,6.579383976042977
413,muslum,6.572004445677379
414,@ss,6.5714591064000905
415,suckers,6.563750506568213
416,fatcat,6.560031804011303
417,crotches,6.560031804011303
418,krap,6.560031804011303
419,perverts,6.55193407110154
420,airheads,6.544683839677867
421,licks,6.544098449107494
422,dimwits,6.543472143458028
423,skanky,6.531362461180033
424,slutty,6.5126059017039575
425,liars,6.507469689524365
426,reprogrammable,6.501615117785981
427,codeword,6.49636703982383
428,wuss,6.4959014665915875
429,mini-van,6.495188848626548
430,mysogyny,6.495188848626548
431,incompetant,6.495188848626548
432,puka,6.495188848626548
433,https://www.youtube.com/watch?v=veljskxzjbw,6.495188848626548
434,langleys-,6.495188848626548
435,masturbation,6.49098202458596
436,phallus,6.4545468641292025
437,mericans,6.443198431560659
438,behead,6.438605320260181
439,dolts,6.437596795199265
440,caca,6.413904879631857
441,loosers,6.4134393063996145
442,sucker,6.406257911126483
443,brain-dead,6.402079444235067
444,s--t,6.402079444235067
445,asinine,6.3968322537441855
446,bestselling,6.390254008838277
447,s***,6.382021791893814
448,scummy,6.370370584507729
449,’em,6.357685324876614
450,pussyhats,6.357685324876614
451,psychopath,6.346776748341885
452,increase=,6.345194380693417
453,braindead,6.336984416013182
454,donkeys,6.336372122355813
455,numbskull,6.335902367630584
456,brainless,6.312812106137979
457,dumbocrat,6.308970039843585
458,loud-mouth,6.308970039843585
459,a*s,6.308970039843585
460,bulls**t,6.308970039843585
461,frets,6.308970039843585
462,****ing,6.308970039843585
463,whup,6.308970039843585
464,dbag,6.308970039843585
465,trough-snouting,6.308970039843585
466,fems,6.308970039843585
467,#whitefragilitycankissmyass,6.308970039843585
468,pathologically,6.298452167929586
469,$hit,6.293373184792567
470,crook,6.287739955572439
471,traitorous,6.28754856665942
472,sucks,6.279852882924648
473,midget,6.27000980653576
474,population=,6.264575920485132
475,cuck,6.262103434805612
476,lecherous,6.257899855629311
477,retentive,6.250553353618264
478,airhead,6.248669529575771
479,sh!t,6.247676714906806
480,teats,6.238580711952188
481,rapist,6.23725048654605
482,dotard,6.237167344177242
483,lapdogs,6.2227910778636035
484,trumptard,6.221507198593246
485,neonazi,6.221507198593246
486,suck-up,6.220181801126678
487,stingily,6.220181801126678
488,2007-17,6.220181801126678
489,queers,6.217674945516103
490,anally,6.209434366292671
491,cursed,6.191786500473246
492,trumptards,6.186723013545748
493,genitals,6.184673972391764
494,mulsim,6.1796870228986185
495,foolish,6.17434401127443
496,savant,6.173260753739186
497,lily-white,6.16819138406079
498,mongrel,6.153691814365674
499,perversions,6.146300854404072
500,coloreds,6.139045038401273
501,ericsnot,6.139045038401273
502,dummy,6.135433784848894
503,hypocritical,6.134830692701343
504,dimwitted,6.1295915969548815
505,damned,6.127915403073842
506,torys,6.127817782978019
507,masochist,6.1163249619011895
508,goyim,6.112572827040082
509,nutter,6.110537753333209
510,effin,6.109898692741757
511,https://www.youtube.com/watch?v=zm7_fvs3imo,6.109898692741757
512,"710,000",6.109898692741757
513,blind-drunk,6.106623560708895
514,grabber,6.095976316509387
515,testicle,6.094650919042819
516,braggart,6.0919211262872475
517,conman,6.091380827723428
518,trumpelthinskin,6.088418965331305
519,con-artist,6.084597254378896
520,lout,6.078162796254251
521,pukes,6.0780156050037135
522,deplorable's,6.0780156050037135
523,sht,6.0780156050037135
524,idiocies,6.0780156050037135
525,suck,6.075559087156994
526,$h!t,6.068655710509875
527,pedo,6.059317845930539
528,hypocrit,6.057908275675867
529,man-hating,6.057908275675867
530,anti-black,6.051582197150934
531,pu$$y,6.043361690345965
532,chauvinist,6.043340524666541
533,sadistic,6.034294227574396
534,skinut>,6.0339629923437155
535,xenophobe,6.030464225247352
536,tonto,6.027536723184283
537,conmen,6.027536723184283
538,babbling,6.025805562217512
539,clergies,6.021359128128889
540,degenerate,6.020863612052959
541,trumpanzees,6.016425751737318
542,effeminate,6.013514156317414
543,adorably,5.9980327288741995
544,puss,5.997689189155731
545,lier,5.994655129066098
546,blustering,5.993280929191147
547,mencken,5.97769477269697
548,hooker,5.972122525120485
549,troglodyte,5.9691200369589605
550,sickos,5.9691200369589605
551,buggers,5.9691200369589605
552,malignancy,5.9691200369589605
553,baffoon,5.9691200369589605
554,sh#t,5.9691200369589605
555,egomaniacal,5.9691200369589605
556,startlingly,5.9691200369589605
557,trump'd,5.9691200369589605
558,abombs,5.9691200369589605
559,d***,5.9691200369589605
560,pigheaded,5.9691200369589605
561,infests,5.9691200369589605
562,distroying,5.9691200369589605
563,couture,5.9691200369589605
564,toll-free;,5.9691200369589605
565,langleys,5.9691200369589605
566,racist;,5.959066372295037
567,twit,5.945653778559895
568,https://www.youtube.com/watch?v=syudgfcnc-k,5.944897935293645
569,bonehead,5.944371328710201
570,empty-headed,5.938795500102163
571,puking,5.933331358211456
572,ridiculous,5.9224163587686105
573,thieving,5.91961035084583
574,fellatio,5.916652617064825
575,darn,5.913246719550105
576,cheetolini,5.907019503625028
577,doofuses,5.902005841100424
578,tranny,5.896844135984645
579,psycho,5.896490798000985
580,bigotted,5.894626310734826
581,catcalling,5.887506271405309
582,weeble-wobbles,5.887506271405309
583,fool's,5.886905273670773
584,coward's,5.882982593175189
585,cojones,5.881091237989243
586,clownish,5.872008702009983
587,nitwits,5.868614524168788
588,piggies,5.867448619064055
589,misogynists,5.865040759849301
590,ahole,5.8641851971706895
591,oaf,5.861511062872364
592,f'ing,5.858643500597391
593,narcissistic,5.8560450527618535
594,https://www.getcivil.com,5.851332658851824
595,fk,5.844301772840141
596,hags,5.834891645241886
597,criminals;,5.834891645241886
598,tard,5.834891645241886
599,dweebs,5.834891645241886
600,niggardly,5.834891645241886
601,lowlife,5.834190456872852
602,dumbs,5.8329419106755935
603,trannies,5.8329419106755935
604,fricking,5.829856055344589
605,b$,5.825628443369428
606,rapists,5.824426668688309
607,prostitute,5.819723011296988
608,orgy,5.818171159885912
609,sicko,5.817116943513911
610,stupidities,5.813115012956414
611,brat,5.80799327224571
612,putz,5.798008120566206
613,bigot,5.78283902751382
614,anti-white,5.777700846540213
615,lapdog,5.776572172388178
616,misogynist,5.768965224918899
617,maniacal,5.761126994683129
618,frikkin,5.7500027476553734
619,wimp,5.746444928242185
620,gringos,5.7454790694252535
621,loser's,5.7454790694252535
622,effing,5.739155365418381
623,*ss,5.739114431512637
624,$het,5.738165602119089
625,silly,5.736805440200847
626,deviants,5.730702191696437
627,gump,5.728889760502176
628,transphobic,5.724007539122429
629,patootie,5.718058272791243
630,regressive-left,5.709360763158028
631,nobama,5.709360763158028
632,ill-educated,5.709360763158028
633,chimpanzee,5.706630970402456
634,dopey,5.706115939526149
635,bloodsuckers,5.695438386925658
636,asshats,5.694260195728377
637,*****,5.692557900497377
638,pigs,5.692100650197013
639,dummies,5.689536685451212
640,monumentally,5.688383629391708
641,hopers,5.6854542983530365
642,exterminate,5.684809651409781
643,a**,5.680703754901569
644,cucks,5.6780712549555705
645,buttercup,5.677418304032051
646,grifter,5.676310797091133
647,zio,5.6651138500688605
648,lobotomized,5.6651138500688605
649,harridan,5.6651138500688605
650,hitlerian,5.6651138500688605
651,caches,5.6651138500688605
652,sucessful,5.6651138500688605
653,fondled,5.6651138500688605
654,dog-whistling,5.6651138500688605
655,porker,5.6651138500688605
656,bull****,5.6651138500688605
657,greedheads,5.6651138500688605
658,trumpnut,5.6651138500688605
659,pee-pee,5.6651138500688605
660,cormier's,5.6651138500688605
661,sh1t,5.660997741596629
662,butt,5.639840446851232
663,non-black,5.639812411706001
664,genital,5.63931937679612
665,buffoonish,5.631561290357834
666,waaaah,5.624471865571515
667,maniac,5.622780190817015
668,homophobe,5.621975241528636
669,mutilation,5.618658372877231
670,un-americans,5.612499223905439
671,shirted,5.612499223905439
672,sickest,5.608892739600748
673,slobbering,5.608175240469864
674,iconoclasm,5.608175240469864
675,mobster,5.607975545675319
676,baboon,5.607714548403466
677,scammer,5.5997861478619715
678,muslums,5.593883545738092
679,*******,5.591557243098779
680,sympathizing,5.588708880789749
681,free-loading,5.583829881074169
682,tootin,5.583829881074169
683,perjurer,5.583829881074169
684,black;,5.583829881074169
685,man-boy,5.583829881074169
686,hatefully,5.583829881074169
687,narco-state,5.583829881074169
688,winced,5.583829881074169
689,demented,5.579855090908832
690,homophobic,5.5752749035321605
691,awwwww,5.572004445677379
692,hookers,5.568138132901536
693,freaking,5.564005220293694
694,a$$hole,5.562053248788697
695,popo,5.560341528151799
696,sub-human,5.554082537680117
697,sore,5.548089384265634
698,cowardly,5.540724784584091
699,parted,5.534476926690446
700,ridiculousness,5.534476926690446
701,sympathizes,5.5339749642315414
702,chump,5.533109306723415
703,bumbling,5.5285698840801984
704,tards,5.524335194286065
705,thrice-married,5.524335194286065
706,ninny,5.524335194286065
707,cheetolini's,5.524335194286065
708,psychotic,5.517106773455067
709,freakin,5.516215274600624
710,loudmouth,5.514299044752816
711,sadist,5.51226236198549
712,womanizing,5.51129767118332
713,raping,5.500783334127115
714,pedophile,5.499044678656694
715,charlatan,5.49711372555104
716,douche,5.4958432805002735
717,democrap,5.495188848626548
718,islamaphobe,5.495188848626548
719,predator,5.490944825314805
720,lesbians,5.4854132106578595
721,widdle,5.484718232125704
722,goofs,5.48030461154057
723,castrate,5.478895041285898
724,self-confessed,5.478895041285898
725,https://www.youtube.com/watch?v=sxxhfb66zgm,5.478895041285898
726,deceiver,5.476914677157657
727,parasite,5.472468772126465
728,embarrasment,5.468352663654233
729,dummycrats,5.468352663654233
730,trash,5.452105829816297
731,infidels,5.4458227713055685
732,homosexuals,5.445082457806187
733,self-deluded,5.443051225291373
734,swindler,5.443051225291373
735,trumpistan,5.443051225291373
736,spews,5.441770039623879
737,nipple,5.441453682569211
738,ess,5.438605320260181
739,crotch,5.435641080382577
740,orangutan,5.433187931485622
741,hpv,5.433011303786958
742,unintelligent,5.427461320458665
743,fraudster,5.4260948090503796
744,weirdo,5.424930383363104
745,supremicists,5.42479952073515
746,rectum,5.423083048146129
747,chumpsters,5.419152957594008
748,goofballs,5.417436485004987
749,donkey,5.417328660629766
750,fornicating,5.414052085901143
751,low-life,5.412674559474266
752,two-faced,5.409427323884294
753,brats,5.403196081319364
754,korean's,5.402079444235067
755,gea,5.400553590004106
756,troll:,5.390106802568991
757,thet,5.390106802568991
758,typify,5.390106802568991
759,anti-liberty,5.390106802568991
760,cat),5.390106802568991
761,pound-foolish,5.390106802568991
762,haaaaa,5.390106802568991
763,liers,5.390106802568991
764,huuuuuge,5.390106802568991
765,degenerates,5.387174867017252
766,bonhoeffer,5.3861379003660455
767,idjit,5.3841575362378045
768,filthy,5.3795668811952995
769,repugnicans,5.377493805956794
770,nonbelievers,5.37250632885172
771,egotist,5.369050643847596
772,a-holes,5.365553568209953
773,trashy,5.358991522377238
774,pinhead,5.353824275627845
775,(black),5.352875446234297
776,leftards,5.352875446234297
777,aggrandize,5.352875446234297
778,mafiosi,5.352875446234297
779,lbb,5.352875446234297
780,killin,5.350549143594985
781,rediculous,5.347038080677105
782,balls,5.3411148470794085
783,backstabbing,5.340252129847093
784,sadists,5.338116385503102
785,blacks,5.337812550397384
786,uncouth,5.328706257904847
787,knuckleheads,5.328369758052057
788,black-on-black,5.325263847184236
789,malodorous,5.325263847184236
790,bootlickers,5.325263847184236
791,penny-wise,5.325263847184236
792,slob,5.323213107619474
793,pathetically,5.317652282943386
794,sodomites,5.308970039843586
795,nutjob,5.306731567647586
796,dweeb,5.303969358785219
797,compulsive,5.301639543114039
798,womanizer,5.301611420677786
799,rappers,5.295050062403819
800,simpleton,5.293078667073694
801,prediction:,5.29094274486787
802,lipstick,5.289509462146132
803,self-hatred,5.287046201288827
804,#blacklivesmatter,5.287046201288827
805,toad,5.2806159317493995
806,stuttering,5.280159815703587
807,racist),5.279823694184069
808,sniveling,5.276987137938409
809,madman,5.2719019286228646
810,megalomaniacal,5.264575920485132
811,arrogant,5.262792122904207
812,horny,5.2621491830905915
813,mewling,5.26184612772956
814,ingrate,5.26184612772956
815,mutant,5.257029111431784
816,nihilists,5.254522255821209
817,icky,5.253216058320584
818,laughingstock,5.252461905119465
819,fiend,5.252212095134007
820,patsies,5.251519767659685
821,assaulter,5.248095986661776
822,goof,5.245960242317785
823,manchild,5.245960242317785
824,bullcrap,5.238580711952188
825,humping,5.235071926175049
826,enabler,5.23271398560543
827,washed-up,5.232154442792755
828,psychopathic,5.229577214779009
829,thief,5.2253292043147335
830,dumbed-down,5.225182482185045
831,homophobes,5.222020887415083
832,crybabies,5.216105346680049
833,scoundrel,5.215242584993497
834,liebrals,5.21304561984505
835,raped,5.2128032119844105
836,weak-minded,5.208889027015382
837,deranged,5.206953101902758
838,self-admitted,5.20615923425981
839,puke,5.194186592593734
840,h***,5.191512458295409
841,muslim/islam,5.1796870228986185
842,boasberg,5.1796870228986185
843,stfu,5.174573585403276
844,perverted,5.171082053722051
845,psychos,5.16819138406079
846,hustler,5.167059414570869
847,a-hole,5.1581538613489775
848,nutcase,5.152465554163594
849,fornicators,5.149098703065196
850,islamics,5.146424568766871
851,misogynistic,5.139315801793592
852,curses,5.139045038401273
853,insufferably,5.139045038401273
854,racist:,5.139045038401273
855,"(""isis"")",5.139045038401273
856,un-presidential,5.139045038401273
857,sucky,5.139045038401273
858,batty,5.139045038401273
859,darkies,5.139045038401273
860,atrociously,5.139045038401273
861,transvestite,5.139045038401273
862,trash-talking,5.139045038401273
863,shabaab,5.139045038401273
864,hickup,5.139045038401273
865,ninnies,5.139045038401273
866,(…and,5.139045038401273
867,rapey,5.139045038401273
868,kaka,5.139045038401273
869,snivelling,5.139045038401273
870,truculent,5.139045038401273
871,rthur,5.139045038401273
872,despoilment,5.139045038401273
873,jowls,5.135043107843776
874,blowhard,5.133903364496609
875,evader,5.13261876924184
876,steeling,5.130483024897849
877,orgasm,5.111139041831389
878,prick,5.1034211286705515
879,traitors,5.102751647534655
880,pervs,5.094650919042819
881,prostitutes,5.093835079841353
882,turd,5.09304584373442
883,lesbian,5.08569902914091
884,thug,5.074880094019339
885,punk,5.069521933916798
886,baiter,5.068655710509875
887,f'd,5.068655710509875
888,hypocrisy,5.063438700056326
889,scrotus,5.062942059315481
890,haaaaaa,5.0610425264
891,sympathizer,5.0609382289091975
892,despicable,5.058718308930054
893,sexists,5.054980773612798
894,non-blacks,5.051582197150934
895,sex;,5.051582197150934
896,blow-hard,5.051582197150934
897,psychopaths,5.04471765585312
898,semen,5.041113250552948
899,u/o,5.037082627455819
900,rascist,5.033971181308929
901,azz,5.032129834484761
902,gtfo,5.03014947035652
903,quartered,5.03014947035652
904,weirdos,5.028013726012529
905,tombs,5.023567820981337
906,shitting,5.023567820981337
907,pricks,5.023567820981337
908,lecher,5.023567820981337
909,bobble-head,5.023567820981337
910,race-card,5.023567820981337
911,self-obsessed,5.021257660294136
912,useless,5.015691228717615
913,pig's,5.011203995630213
914,blubbering,5.010784363561841
915,crooks,5.010294095046284
916,jamish,5.009762021456306
917,bourdain,4.999114777256798
918,boob,4.997689189155731
919,omnivore,4.996440642958473
920,imbalanced,4.994998668784566
921,racist,4.990623025983876
